Schedule_ID,Train_ID,Train_Number,Station_Code,Station_Name,Arrival_Time,Departure_Time,Halt_Minutes,Day_Number,Distance_From_Source,Sequence_Number
3581,1081,13081,SW05,Hubballi Junction 5,12:20,12:34,13,4,1106,11
3582,1082,13082,SR04,Chennai Junction 4,15:31,15:37,11,5,1090,12
3583,1083,13083,WC03,Jabalpur Junction 3,18:42,18:57,11,6,59,13
3584,1084,13084,WR02,Mumbai Junction 2,21:53,21:06,4,7,662,14
3585,1085,13085,CR01,Mumbai Junction 1,00:04,00:12,4,1,2073,15
3586,1086,13086,CR08,Mumbai Junction 8,03:15,03:30,4,2,704,16
3587,1087,13087,ER07,Kolkata Junction 7,06:26,06:33,11,3,1315,17
3588,1088,13088,EC06,Hajipur Junction 6,09:37,09:48,2,4,1130,18
3589,1089,13089,EC05,Bhubaneswar Junction 5,12:48,12:52,5,5,1704,19
3590,1090,13090,NR04,New Delhi Junction 4,15:59,15:02,2,6,1071,20
3591,1091,13091,NC03,Prayagraj Junction 3,18:10,18:22,9,7,354,21
3592,1092,13092,NE02,Gorakhpur Junction 2,21:21,21:33,7,1,1561,22
3593,1093,13093,NF01,Guwahati Junction 1,00:32,00:36,14,2,623,23
3594,1094,13094,NF08,Guwahati Junction 8,03:43,03:58,7,3,1601,24
3595,1095,13095,NW07,Jaipur Junction 7,06:54,06:03,3,4,216,25
3596,1096,13096,SC06,Secunderabad Junction 6,09:05,09:12,4,5,1339,26
3597,1097,13097,SE05,Bilaspur Junction 5,12:16,12:19,10,6,450,27
3598,1098,13098,SE04,Kolkata Junction 4,15:27,15:31,7,7,1282,28
3599,1099,13099,SW03,Hubballi Junction 3,18:38,18:45,6,1,748,29
3600,1100,13100,SR02,Chennai Junction 2,21:49,21:55,7,2,1834,30
3601,1101,13101,WC01,Jabalpur Junction 1,00:00,00:10,7,3,1648,1
3602,1102,13102,WC08,Jabalpur Junction 8,03:11,03:20,15,4,1238,2
3603,1103,13103,WR07,Mumbai Junction 7,06:22,06:27,9,5,1701,3
3604,1104,13104,CR06,Mumbai Junction 6,09:33,09:37,4,6,1318,4
3605,1105,13105,ER05,Kolkata Junction 5,12:44,12:58,6,7,1115,5
3606,1106,13106,EC04,Hajipur Junction 4,15:55,15:06,11,1,320,6
3607,1107,13107,EC03,Bhubaneswar Junction 3,18:06,18:13,15,2,1954,7
3608,1108,13108,NR02,New Delhi Junction 2,21:17,21:29,2,3,917,8
3609,1109,13109,NC01,Prayagraj Junction 1,00:28,00:30,6,4,1902,9
3610,1110,13110,NC08,Prayagraj Junction 8,03:39,03:46,4,5,1586,10
3611,1111,13111,NE07,Gorakhpur Junction 7,06:50,06:02,11,6,1779,11
3612,1112,13112,NF06,Guwahati Junction 6,09:01,09:12,10,7,1955,12
3613,1113,13113,NW05,Jaipur Junction 5,12:12,12:18,8,1,1238,13
3614,1114,13114,SC04,Secunderabad Junction 4,15:23,15:34,8,2,971,14
3615,1115,13115,SE03,Bilaspur Junction 3,18:34,18:38,10,3,271,15
3616,1116,13116,SE02,Kolkata Junction 2,21:45,21:53,7,4,1708,16
3617,1117,13117,SW01,Hubballi Junction 1,00:56,00:04,2,5,1113,17
3618,1118,13118,SW08,Hubballi Junction 8,03:07,03:12,7,6,652,18
3619,1119,13119,SR07,Chennai Junction 7,06:18,06:22,15,7,557,19
3620,1120,13120,WC06,Jabalpur Junction 6,09:29,09:38,13,1,801,20
3621,1121,13121,WR05,Mumbai Junction 5,12:40,12:55,7,2,2082,21
3622,1122,13122,CR04,Mumbai Junction 4,15:51,15:59,2,3,1909,22
3623,1123,13123,ER03,Kolkata Junction 3,18:02,18:16,15,4,272,23
3624,1124,13124,EC02,Hajipur Junction 2,21:13,21:26,6,5,1851,24
3625,1125,13125,EC01,Bhubaneswar Junction 1,00:24,00:39,4,6,816,25
3626,1126,13126,EC08,Bhubaneswar Junction 8,03:35,03:40,6,7,1311,26
3627,1127,13127,NR07,New Delhi Junction 7,06:46,06:53,11,1,1483,27
3628,1128,13128,NC06,Prayagraj Junction 6,09:57,09:01,2,2,1641,28
3629,1129,13129,NE05,Gorakhpur Junction 5,12:08,12:12,4,3,1322,29
3630,1130,13130,NF04,Guwahati Junction 4,15:19,15:24,4,4,674,30
3631,1131,13131,NW03,Jaipur Junction 3,18:30,18:39,13,5,2175,1
3632,1132,13132,SC02,Secunderabad Junction 2,21:41,21:53,14,6,1167,2
3633,1133,13133,SE01,Bilaspur Junction 1,00:52,00:59,13,7,665,3
3634,1134,13134,SE08,Bilaspur Junction 8,03:03,03:16,15,1,857,4
3635,1135,13135,SE07,Kolkata Junction 7,06:14,06:24,12,2,1723,5
3636,1136,13136,SW06,Hubballi Junction 6,09:25,09:29,15,3,1107,6
3637,1137,13137,SR05,Chennai Junction 5,12:36,12:38,3,4,1600,7
3638,1138,13138,WC04,Jabalpur Junction 4,15:47,15:54,3,5,1144,8
3639,1139,13139,WR03,Mumbai Junction 3,18:58,18:08,3,6,770,9
3640,1140,13140,CR02,Mumbai Junction 2,21:09,21:17,12,7,1433,10
3641,1141,13141,ER01,Kolkata Junction 1,00:20,00:23,10,1,1985,11
3642,1142,13142,ER08,Kolkata Junction 8,03:31,03:33,15,2,209,12
3643,1143,13143,EC07,Hajipur Junction 7,06:42,06:52,6,3,1607,13
3644,1144,13144,EC06,Bhubaneswar Junction 6,09:53,09:06,13,4,1913,14
3645,1145,13145,NR05,New Delhi Junction 5,12:04,12:17,6,5,1023,15
3646,1146,13146,NC04,Prayagraj Junction 4,15:15,15:27,4,6,1270,16
3647,1147,13147,NE03,Gorakhpur Junction 3,18:26,18:35,15,7,109,17
3648,1148,13148,NF02,Guwahati Junction 2,21:37,21:40,2,1,1205,18
3649,1149,13149,NW01,Jaipur Junction 1,00:48,00:57,10,2,532,19
3650,1150,13150,NW08,Jaipur Junction 8,03:59,03:05,7,3,103,20
3651,1151,13151,SC07,Secunderabad Junction 7,06:10,06:22,2,4,1467,21
3652,1152,13152,SE06,Bilaspur Junction 6,09:21,09:29,15,5,1523,22
3653,1153,13153,SE05,Kolkata Junction 5,12:32,12:40,11,6,257,23
3654,1154,13154,SW04,Hubballi Junction 4,15:43,15:47,8,7,1887,24
3655,1155,13155,SR03,Chennai Junction 3,18:54,18:07,7,1,624,25
3656,1156,13156,WC02,Jabalpur Junction 2,21:05,21:20,9,2,259,26
3657,1157,13157,WR01,Mumbai Junction 1,00:16,00:21,13,3,1976,27
3658,1158,13158,WR08,Mumbai Junction 8,03:27,03:41,2,4,1809,28
3659,1159,13159,CR07,Mumbai Junction 7,06:38,06:41,13,5,1939,29
3660,1160,13160,ER06,Kolkata Junction 6,09:49,09:56,4,6,1569,30
3661,1161,13161,EC05,Hajipur Junction 5,12:00,12:02,10,7,729,1
3662,1162,13162,EC04,Bhubaneswar Junction 4,15:11,15:18,13,1,2184,2
3663,1163,13163,NR03,New Delhi Junction 3,18:22,18:29,6,2,1835,3
3664,1164,13164,NC02,Prayagraj Junction 2,21:33,21:40,4,3,1986,4
3665,1165,13165,NE01,Gorakhpur Junction 1,00:44,00:59,6,4,347,5
3666,1166,13166,NE08,Gorakhpur Junction 8,03:55,03:59,10,5,681,6
3667,1167,13167,NF07,Guwahati Junction 7,06:06,06:16,12,6,12,7
3668,1168,13168,NW06,Jaipur Junction 6,09:17,09:31,2,7,251,8
3669,1169,13169,SC05,Secunderabad Junction 5,12:28,12:40,10,1,2152,9
3670,1170,13170,SE04,Bilaspur Junction 4,15:39,15:48,7,2,1471,10
3671,1171,13171,SE03,Kolkata Junction 3,18:50,18:02,11,3,815,11
3672,1172,13172,SW02,Hubballi Junction 2,21:01,21:16,6,4,762,12
3673,1173,13173,SR01,Chennai Junction 1,00:12,00:17,6,5,468,13
3674,1174,13174,SR08,Chennai Junction 8,03:23,03:33,12,6,944,14
3675,1175,13175,WC07,Jabalpur Junction 7,06:34,06:48,8,7,1027,15
3676,1176,13176,WR06,Mumbai Junction 6,09:45,09:47,14,1,326,16
3677,1177,13177,CR05,Mumbai Junction 5,12:56,12:00,15,2,1142,17
3678,1178,13178,ER04,Kolkata Junction 4,15:07,15:09,8,3,1298,18
3679,1179,13179,EC03,Hajipur Junction 3,18:18,18:20,12,4,1470,19
3680,1180,13180,EC02,Bhubaneswar Junction 2,21:29,21:31,10,5,490,20
3681,1181,13181,NR01,New Delhi Junction 1,00:40,00:52,7,6,444,21
3682,1182,13182,NR08,New Delhi Junction 8,03:51,03:00,8,7,751,22
3683,1183,13183,NC07,Prayagraj Junction 7,06:02,06:16,11,1,1072,23
3684,1184,13184,NE06,Gorakhpur Junction 6,09:13,09:18,9,2,56,24
3685,1185,13185,NF05,Guwahati Junction 5,12:24,12:38,2,3,1537,25
3686,1186,13186,NW04,Jaipur Junction 4,15:35,15:41,12,4,795,26
3687,1187,13187,SC03,Secunderabad Junction 3,18:46,18:48,15,5,1685,27
3688,1188,13188,SE02,Bilaspur Junction 2,21:57,21:59,2,6,1166,28
3689,1189,13189,SE01,Kolkata Junction 1,00:08,00:23,10,7,23,29
3690,1190,13190,SE08,Kolkata Junction 8,03:19,03:30,7,1,1405,30
3691,1191,13191,SW07,Hubballi Junction 7,06:30,06:36,2,2,40,1
3692,1192,13192,SR06,Chennai Junction 6,09:41,09:51,10,3,709,2
3693,1193,13193,WC05,Jabalpur Junction 5,12:52,12:55,12,4,332,3
3694,1194,13194,WR04,Mumbai Junction 4,15:03,15:07,8,5,1575,4
3695,1195,13195,CR03,Mumbai Junction 3,18:14,18:29,10,6,2112,5
3696,1196,13196,ER02,Kolkata Junction 2,21:25,21:36,13,7,387,6
3697,1197,13197,EC01,Hajipur Junction 1,00:36,00:38,11,1,2145,7
3698,1198,13198,EC08,Hajipur Junction 8,03:47,03:59,6,2,1076,8
3699,1199,13199,EC07,Bhubaneswar Junction 7,06:58,06:01,6,3,1502,9
3700,1200,13200,NR06,New Delhi Junction 6,09:09,09:13,8,4,637,10
3701,1201,13201,NC05,Prayagraj Junction 5,12:20,12:28,12,5,1946,11
3702,1202,13202,NE04,Gorakhpur Junction 4,15:31,15:38,13,6,1545,12
3703,1203,13203,NF03,Guwahati Junction 3,18:42,18:56,12,7,1211,13
3704,1204,13204,NW02,Jaipur Junction 2,21:53,21:04,6,1,1481,14
3705,1205,13205,SC01,Secunderabad Junction 1,00:04,00:15,10,2,226,15
3706,1206,13206,SC08,Secunderabad Junction 8,03:15,03:24,11,3,435,16
3707,1207,13207,SE07,Bilaspur Junction 7,06:26,06:39,13,4,1185,17
3708,1208,13208,SE06,Kolkata Junction 6,09:37,09:52,14,5,1026,18
3709,1209,13209,SW05,Hubballi Junction 5,12:48,12:02,15,6,237,19
3710,1210,13210,SR04,Chennai Junction 4,15:59,15:14,2,7,1069,20
3711,1211,13211,WC03,Jabalpur Junction 3,18:10,18:25,12,1,586,21
3712,1212,13212,WR02,Mumbai Junction 2,21:21,21:32,5,2,521,22
3713,1213,13213,CR01,Mumbai Junction 1,00:32,00:46,2,3,2116,23
3714,1214,13214,CR08,Mumbai Junction 8,03:43,03:51,2,4,1731,24
3715,1215,13215,ER07,Kolkata Junction 7,06:54,06:56,6,5,529,25
3716,1216,13216,EC06,Hajipur Junction 6,09:05,09:17,7,6,1440,26
3717,1217,13217,EC05,Bhubaneswar Junction 5,12:16,12:19,11,7,1563,27
3718,1218,13218,NR04,New Delhi Junction 4,15:27,15:33,14,1,1034,28
3719,1219,13219,NC03,Prayagraj Junction 3,18:38,18:49,4,2,2052,29
3720,1220,13220,NE02,Gorakhpur Junction 2,21:49,21:54,10,3,197,30
3721,1221,13221,NF01,Guwahati Junction 1,00:00,00:02,3,4,2074,1
3722,1222,13222,NF08,Guwahati Junction 8,03:11,03:15,14,5,1276,2
3723,1223,13223,NW07,Jaipur Junction 7,06:22,06:25,8,6,1054,3
3724,1224,13224,SC06,Secunderabad Junction 6,09:33,09:38,10,7,1894,4
3725,1225,13225,SE05,Bilaspur Junction 5,12:44,12:58,9,1,1965,5
3726,1226,13226,SE04,Kolkata Junction 4,15:55,15:09,3,2,1396,6
3727,1227,13227,SW03,Hubballi Junction 3,18:06,18:18,2,3,1327,7
3728,1228,13228,SR02,Chennai Junction 2,21:17,21:31,5,4,1886,8
3729,1229,13229,WC01,Jabalpur Junction 1,00:28,00:43,10,5,1384,9
3730,1230,13230,WC08,Jabalpur Junction 8,03:39,03:48,7,6,996,10
3731,1231,13231,WR07,Mumbai Junction 7,06:50,06:59,8,7,1817,11
3732,1232,13232,CR06,Mumbai Junction 6,09:01,09:13,6,1,1128,12
3733,1233,13233,ER05,Kolkata Junction 5,12:12,12:17,4,2,811,13
3734,1234,13234,EC04,Hajipur Junction 4,15:23,15:25,13,3,277,14
3735,1235,13235,EC03,Bhubaneswar Junction 3,18:34,18:40,5,4,455,15
3736,1236,13236,NR02,New Delhi Junction 2,21:45,21:52,12,5,1963,16
3737,1237,13237,NC01,Prayagraj Junction 1,00:56,00:00,5,6,1033,17
3738,1238,13238,NC08,Prayagraj Junction 8,03:07,03:13,13,7,490,18
3739,1239,13239,NE07,Gorakhpur Junction 7,06:18,06:25,9,1,839,19
3740,1240,13240,NF06,Guwahati Junction 6,09:29,09:39,13,2,1170,20
3741,1241,13241,NW05,Jaipur Junction 5,12:40,12:48,15,3,2159,21
3742,1242,13242,SC04,Secunderabad Junction 4,15:51,15:06,2,4,1842,22
3743,1243,13243,SE03,Bilaspur Junction 3,18:02,18:16,13,5,1649,23
3744,1244,13244,SE02,Kolkata Junction 2,21:13,21:20,12,6,1275,24
3745,1245,13245,SW01,Hubballi Junction 1,00:24,00:37,6,7,1633,25
3746,1246,13246,SW08,Hubballi Junction 8,03:35,03:47,13,1,378,26
3747,1247,13247,SR07,Chennai Junction 7,06:46,06:00,5,2,2061,27
3748,1248,13248,WC06,Jabalpur Junction 6,09:57,09:59,5,3,1339,28
3749,1249,13249,WR05,Mumbai Junction 5,12:08,12:17,11,4,887,29
3750,1250,13250,CR04,Mumbai Junction 4,15:19,15:21,10,5,1123,30
3751,1251,13251,ER03,Kolkata Junction 3,18:30,18:39,7,6,1959,1
3752,1252,13252,EC02,Hajipur Junction 2,21:41,21:54,4,7,85,2
3753,1253,13253,EC01,Bhubaneswar Junction 1,00:52,00:56,2,1,1560,3
3754,1254,13254,EC08,Bhubaneswar Junction 8,03:03,03:13,8,2,1301,4
3755,1255,13255,NR07,New Delhi Junction 7,06:14,06:27,13,3,955,5
3756,1256,13256,NC06,Prayagraj Junction 6,09:25,09:35,10,4,2088,6
3757,1257,13257,NE05,Gorakhpur Junction 5,12:36,12:48,6,5,1951,7
3758,1258,13258,NF04,Guwahati Junction 4,15:47,15:54,12,6,2150,8
3759,1259,13259,NW03,Jaipur Junction 3,18:58,18:11,3,7,452,9
3760,1260,13260,SC02,Secunderabad Junction 2,21:09,21:22,3,1,25,10
3761,1261,13261,SE01,Bilaspur Junction 1,00:20,00:25,8,2,282,11
3762,1262,13262,SE08,Bilaspur Junction 8,03:31,03:35,6,3,1317,12
3763,1263,13263,SE07,Kolkata Junction 7,06:42,06:51,13,4,2157,13
3764,1264,13264,SW06,Hubballi Junction 6,09:53,09:55,11,5,360,14
3765,1265,13265,SR05,Chennai Junction 5,12:04,12:11,6,6,1541,15
3766,1266,13266,WC04,Jabalpur Junction 4,15:15,15:20,14,7,843,16
3767,1267,13267,WR03,Mumbai Junction 3,18:26,18:39,15,1,1123,17
3768,1268,13268,CR02,Mumbai Junction 2,21:37,21:40,11,2,931,18
3769,1269,13269,ER01,Kolkata Junction 1,00:48,00:54,8,3,659,19
3770,1270,13270,ER08,Kolkata Junction 8,03:59,03:04,15,4,612,20
3771,1271,13271,EC07,Hajipur Junction 7,06:10,06:18,12,5,486,21
3772,1272,13272,EC06,Bhubaneswar Junction 6,09:21,09:31,14,6,1788,22
3773,1273,13273,NR05,New Delhi Junction 5,12:32,12:34,7,7,0,23
3774,1274,13274,NC04,Prayagraj Junction 4,15:43,15:53,6,1,1965,24
3775,1275,13275,NE03,Gorakhpur Junction 3,18:54,18:58,13,2,753,25
3776,1276,13276,NF02,Guwahati Junction 2,21:05,21:19,4,3,591,26
3777,1277,13277,NW01,Jaipur Junction 1,00:16,00:22,15,4,1614,27
3778,1278,13278,NW08,Jaipur Junction 8,03:27,03:40,9,5,1748,28
3779,1279,13279,SC07,Secunderabad Junction 7,06:38,06:48,11,6,1841,29
3780,1280,13280,SE06,Bilaspur Junction 6,09:49,09:04,10,7,971,30
3781,1281,13281,SE05,Kolkata Junction 5,12:00,12:11,12,1,2169,1
3782,1282,13282,SW04,Hubballi Junction 4,15:11,15:22,15,2,1610,2
3783,1283,13283,SR03,Chennai Junction 3,18:22,18:37,12,3,1946,3
3784,1284,13284,WC02,Jabalpur Junction 2,21:33,21:37,15,4,767,4
3785,1285,13285,WR01,Mumbai Junction 1,00:44,00:57,7,5,1007,5
3786,1286,13286,WR08,Mumbai Junction 8,03:55,03:07,9,6,1575,6
3787,1287,13287,CR07,Mumbai Junction 7,06:06,06:09,13,7,898,7
3788,1288,13288,ER06,Kolkata Junction 6,09:17,09:30,5,1,1311,8
3789,1289,13289,EC05,Hajipur Junction 5,12:28,12:38,3,2,1043,9
3790,1290,13290,EC04,Bhubaneswar Junction 4,15:39,15:49,13,3,1951,10
3791,1291,13291,NR03,New Delhi Junction 3,18:50,18:57,11,4,384,11
3792,1292,13292,NC02,Prayagraj Junction 2,21:01,21:15,14,5,2197,12
3793,1293,13293,NE01,Gorakhpur Junction 1,00:12,00:20,7,6,1667,13
3794,1294,13294,NE08,Gorakhpur Junction 8,03:23,03:35,4,7,1187,14
3795,1295,13295,NF07,Guwahati Junction 7,06:34,06:45,8,1,816,15
3796,1296,13296,NW06,Jaipur Junction 6,09:45,09:50,7,2,541,16
3797,1297,13297,SC05,Secunderabad Junction 5,12:56,12:02,4,3,827,17
3798,1298,13298,SE04,Bilaspur Junction 4,15:07,15:17,7,4,312,18
3799,1299,13299,SE03,Kolkata Junction 3,18:18,18:31,8,5,1284,19
3800,1300,13300,SW02,Hubballi Junction 2,21:29,21:38,9,6,964,20
3801,1301,13301,SR01,Chennai Junction 1,00:40,00:52,13,7,1988,21
3802,1302,13302,SR08,Chennai Junction 8,03:51,03:59,6,1,182,22
3803,1303,13303,WC07,Jabalpur Junction 7,06:02,06:10,15,2,572,23
3804,1304,13304,WR06,Mumbai Junction 6,09:13,09:26,12,3,1452,24
3805,1305,13305,CR05,Mumbai Junction 5,12:24,12:33,12,4,216,25
3806,1306,13306,ER04,Kolkata Junction 4,15:35,15:38,4,5,1685,26
3807,1307,13307,EC03,Hajipur Junction 3,18:46,18:54,4,6,98,27
3808,1308,13308,EC02,Bhubaneswar Junction 2,21:57,21:05,7,7,391,28
3809,1309,13309,NR01,New Delhi Junction 1,00:08,00:10,12,1,1714,29
3810,1310,13310,NR08,New Delhi Junction 8,03:19,03:24,8,2,557,30
3811,1311,13311,NC07,Prayagraj Junction 7,06:30,06:37,3,3,2081,1
3812,1312,13312,NE06,Gorakhpur Junction 6,09:41,09:53,14,4,650,2
3813,1313,13313,NF05,Guwahati Junction 5,12:52,12:06,9,5,435,3
3814,1314,13314,NW04,Jaipur Junction 4,15:03,15:09,13,6,1704,4
3815,1315,13315,SC03,Secunderabad Junction 3,18:14,18:26,5,7,1425,5
3816,1316,13316,SE02,Bilaspur Junction 2,21:25,21:40,2,1,706,6
3817,1317,13317,SE01,Kolkata Junction 1,00:36,00:39,3,2,2195,7
3818,1318,13318,SE08,Kolkata Junction 8,03:47,03:52,4,3,162,8
3819,1319,13319,SW07,Hubballi Junction 7,06:58,06:13,8,4,1741,9
3820,1320,13320,SR06,Chennai Junction 6,09:09,09:14,10,5,1949,10
3821,1321,13321,WC05,Jabalpur Junction 5,12:20,12:31,9,6,463,11
3822,1322,13322,WR04,Mumbai Junction 4,15:31,15:36,10,7,992,12
3823,1323,13323,CR03,Mumbai Junction 3,18:42,18:44,4,1,950,13
3824,1324,13324,ER02,Kolkata Junction 2,21:53,21:57,9,2,661,14
3825,1325,13325,EC01,Hajipur Junction 1,00:04,00:10,3,3,1107,15
3826,1326,13326,EC08,Hajipur Junction 8,03:15,03:19,10,4,2063,16
3827,1327,13327,EC07,Bhubaneswar Junction 7,06:26,06:40,11,5,1776,17
3828,1328,13328,NR06,New Delhi Junction 6,09:37,09:51,11,6,565,18
3829,1329,13329,NC05,Prayagraj Junction 5,12:48,12:57,13,7,1469,19
3830,1330,13330,NE04,Gorakhpur Junction 4,15:59,15:06,4,1,317,20
3831,1331,13331,NF03,Guwahati Junction 3,18:10,18:17,13,2,1215,21
3832,1332,13332,NW02,Jaipur Junction 2,21:21,21:23,14,3,890,22
3833,1333,13333,SC01,Secunderabad Junction 1,00:32,00:39,13,4,829,23
3834,1334,13334,SC08,Secunderabad Junction 8,03:43,03:53,14,5,1139,24
3835,1335,13335,SE07,Bilaspur Junction 7,06:54,06:04,6,6,1959,25
3836,1336,13336,SE06,Kolkata Junction 6,09:05,09:08,5,7,2180,26
3837,1337,13337,SW05,Hubballi Junction 5,12:16,12:24,4,1,910,27
3838,1338,13338,SR04,Chennai Junction 4,15:27,15:32,9,2,519,28
3839,1339,13339,WC03,Jabalpur Junction 3,18:38,18:45,14,3,181,29
3840,1340,13340,WR02,Mumbai Junction 2,21:49,21:01,3,4,1006,30
3841,1341,13341,CR01,Mumbai Junction 1,00:00,00:11,15,5,550,1
3842,1342,13342,CR08,Mumbai Junction 8,03:11,03:13,12,6,1966,2
3843,1343,13343,ER07,Kolkata Junction 7,06:22,06:31,2,7,1101,3
3844,1344,13344,EC06,Hajipur Junction 6,09:33,09:40,8,1,118,4
3845,1345,13345,EC05,Bhubaneswar Junction 5,12:44,12:50,15,2,100,5
3846,1346,13346,NR04,New Delhi Junction 4,15:55,15:09,9,3,1286,6
3847,1347,13347,NC03,Prayagraj Junction 3,18:06,18:21,5,4,2165,7
3848,1348,13348,NE02,Gorakhpur Junction 2,21:17,21:22,6,5,988,8
3849,1349,13349,NF01,Guwahati Junction 1,00:28,00:38,6,6,1744,9
3850,1350,13350,NF08,Guwahati Junction 8,03:39,03:41,11,7,1443,10
3851,1351,13351,NW07,Jaipur Junction 7,06:50,06:59,10,1,1644,11
3852,1352,13352,SC06,Secunderabad Junction 6,09:01,09:15,5,2,1049,12
3853,1353,13353,SE05,Bilaspur Junction 5,12:12,12:21,6,3,2142,13
3854,1354,13354,SE04,Kolkata Junction 4,15:23,15:32,10,4,428,14
3855,1355,13355,SW03,Hubballi Junction 3,18:34,18:41,10,5,942,15
3856,1356,13356,SR02,Chennai Junction 2,21:45,21:57,3,6,337,16
3857,1357,13357,WC01,Jabalpur Junction 1,00:56,00:02,6,7,1793,17
3858,1358,13358,WC08,Jabalpur Junction 8,03:07,03:21,8,1,1112,18
3859,1359,13359,WR07,Mumbai Junction 7,06:18,06:24,9,2,1554,19
3860,1360,13360,CR06,Mumbai Junction 6,09:29,09:41,15,3,1271,20
3861,1361,13361,ER05,Kolkata Junction 5,12:40,12:46,2,4,1513,21
3862,1362,13362,EC04,Hajipur Junction 4,15:51,15:04,9,5,2030,22
3863,1363,13363,EC03,Bhubaneswar Junction 3,18:02,18:08,2,6,1392,23
3864,1364,13364,NR02,New Delhi Junction 2,21:13,21:16,3,7,1544,24
3865,1365,13365,NC01,Prayagraj Junction 1,00:24,00:32,10,1,1644,25
3866,1366,13366,NC08,Prayagraj Junction 8,03:35,03:42,10,2,1186,26
3867,1367,13367,NE07,Gorakhpur Junction 7,06:46,06:56,11,3,836,27
3868,1368,13368,NF06,Guwahati Junction 6,09:57,09:06,10,4,308,28
3869,1369,13369,NW05,Jaipur Junction 5,12:08,12:12,3,5,435,29
3870,1370,13370,SC04,Secunderabad Junction 4,15:19,15:27,15,6,2030,30
3871,1371,13371,SE03,Bilaspur Junction 3,18:30,18:42,9,7,445,1
3872,1372,13372,SE02,Kolkata Junction 2,21:41,21:48,12,1,1999,2
3873,1373,13373,SW01,Hubballi Junction 1,00:52,00:07,7,2,1070,3
3874,1374,13374,SW08,Hubballi Junction 8,03:03,03:12,2,3,256,4
3875,1375,13375,SR07,Chennai Junction 7,06:14,06:16,12,4,493,5
3876,1376,13376,WC06,Jabalpur Junction 6,09:25,09:36,7,5,1747,6
3877,1377,13377,WR05,Mumbai Junction 5,12:36,12:39,6,6,450,7
3878,1378,13378,CR04,Mumbai Junction 4,15:47,15:55,9,7,370,8
3879,1379,13379,ER03,Kolkata Junction 3,18:58,18:09,15,1,95,9
3880,1380,13380,EC02,Hajipur Junction 2,21:09,21:12,15,2,1427,10
3881,1381,13381,EC01,Bhubaneswar Junction 1,00:20,00:34,11,3,1578,11
3882,1382,13382,EC08,Bhubaneswar Junction 8,03:31,03:35,9,4,803,12
3883,1383,13383,NR07,New Delhi Junction 7,06:42,06:55,2,5,39,13
3884,1384,13384,NC06,Prayagraj Junction 6,09:53,09:02,15,6,2188,14
3885,1385,13385,NE05,Gorakhpur Junction 5,12:04,12:14,8,7,600,15
3886,1386,13386,NF04,Guwahati Junction 4,15:15,15:30,4,1,277,16
3887,1387,13387,NW03,Jaipur Junction 3,18:26,18:35,7,2,1090,17
3888,1388,13388,SC02,Secunderabad Junction 2,21:37,21:51,5,3,1928,18
3889,1389,13389,SE01,Bilaspur Junction 1,00:48,00:52,6,4,9,19
3890,1390,13390,SE08,Bilaspur Junction 8,03:59,03:10,14,5,1949,20
3891,1391,13391,SE07,Kolkata Junction 7,06:10,06:14,12,6,310,21
3892,1392,13392,SW06,Hubballi Junction 6,09:21,09:31,11,7,335,22
3893,1393,13393,SR05,Chennai Junction 5,12:32,12:35,3,1,1558,23
3894,1394,13394,WC04,Jabalpur Junction 4,15:43,15:53,3,2,1100,24
3895,1395,13395,WR03,Mumbai Junction 3,18:54,18:07,5,3,1332,25
3896,1396,13396,CR02,Mumbai Junction 2,21:05,21:11,5,4,862,26
3897,1397,13397,ER01,Kolkata Junction 1,00:16,00:22,8,5,451,27
3898,1398,13398,ER08,Kolkata Junction 8,03:27,03:34,10,6,852,28
3899,1399,13399,EC07,Hajipur Junction 7,06:38,06:49,3,7,302,29
3900,1400,13400,EC06,Bhubaneswar Junction 6,09:49,09:03,8,1,1340,30
3901,1401,13401,NR05,New Delhi Junction 5,12:00,12:12,4,2,2138,1
3902,1402,13402,NC04,Prayagraj Junction 4,15:11,15:18,14,3,916,2
3903,1403,13403,NE03,Gorakhpur Junction 3,18:22,18:29,10,4,419,3
3904,1404,13404,NF02,Guwahati Junction 2,21:33,21:43,15,5,1419,4
3905,1405,13405,NW01,Jaipur Junction 1,00:44,00:46,11,6,73,5
3906,1406,13406,NW08,Jaipur Junction 8,03:55,03:58,5,7,670,6
3907,1407,13407,SC07,Secunderabad Junction 7,06:06,06:08,2,1,1736,7
3908,1408,13408,SE06,Bilaspur Junction 6,09:17,09:25,4,2,944,8
3909,1409,13409,SE05,Kolkata Junction 5,12:28,12:39,12,3,633,9
3910,1410,13410,SW04,Hubballi Junction 4,15:39,15:43,15,4,1389,10
3911,1411,13411,SR03,Chennai Junction 3,18:50,18:05,6,5,244,11
3912,1412,13412,WC02,Jabalpur Junction 2,21:01,21:08,6,6,1582,12
3913,1413,13413,WR01,Mumbai Junction 1,00:12,00:24,3,7,1293,13
3914,1414,13414,WR08,Mumbai Junction 8,03:23,03:29,10,1,860,14
3915,1415,13415,CR07,Mumbai Junction 7,06:34,06:43,12,2,645,15
3916,1416,13416,ER06,Kolkata Junction 6,09:45,09:49,11,3,2084,16
3917,1417,13417,EC05,Hajipur Junction 5,12:56,12:04,15,4,406,17
3918,1418,13418,EC04,Bhubaneswar Junction 4,15:07,15:20,15,5,659,18
