Route_ID,Train_ID,Source_Station,Destination_Station,Distance_KM,Zone,Route_Type,Number_of_Stations
556,556,CR02,CR07,780,SER,Intercity,18
557,557,CR05,ER02,801,SWR,Intercity,5
558,558,CR08,ER05,352,SR,Regional,15
559,559,ER03,ER08,2253,WCR,Intercity,15
560,560,ER06,EC03,2204,WR,Intercity,28
561,561,EC01,EC06,1919,CR,Intercity,16
562,562,EC04,EC01,2327,ER,Intercity,19
563,563,EC07,EC04,1271,ECR,Intercity,7
564,564,EC02,EC07,298,ECoR,Regional,15
565,565,EC05,NR02,1334,NR,Intercity,12
566,566,EC08,NR05,2033,NCR,Intercity,17
567,567,NR03,NR08,2221,NER,Intercity,28
568,568,NR06,NC03,1340,NFR,Intercity,29
569,569,NC01,NC06,1096,NWR,Intercity,12
570,570,NC04,NE01,1138,SCR,Intercity,20
571,571,NC07,NE04,532,SECR,Intercity,29
572,572,NE02,NE07,259,SER,Regional,10
573,573,NE05,NF02,529,SWR,Intercity,16
574,574,NE08,NF05,161,SR,Regional,18
575,575,NF03,NF08,735,WCR,Intercity,5
576,576,NF06,NW03,1276,WR,Intercity,17
577,577,NW01,NW06,174,CR,Regional,8
578,578,NW04,SC01,436,ER,Regional,13
579,579,NW07,SC04,424,ECR,Regional,8
580,580,SC02,SC07,1326,ECoR,Intercity,24
581,581,SC05,SE02,1257,NR,Intercity,26
582,582,SC08,SE05,2084,NCR,Intercity,11
583,583,SE03,SE08,340,NER,Regional,6
584,584,SE06,SE03,1095,NFR,Intercity,17
585,585,SE01,SE06,835,NWR,Intercity,7
586,586,SE04,SW01,504,SCR,Intercity,16
587,587,SE07,SW04,484,SECR,Regional,19
588,588,SW02,SW07,610,SER,Intercity,17
589,589,SW05,SR02,1739,SWR,Intercity,18
590,590,SW08,SR05,328,SR,Regional,19
591,591,SR03,SR08,153,WCR,Regional,9
592,592,SR06,WC03,2387,WR,Intercity,22
593,593,WC01,WC06,2218,CR,Intercity,22
594,594,WC04,WR01,1455,ER,Intercity,8
595,595,WC07,WR04,1497,ECR,Intercity,16
596,596,WR02,WR07,1168,ECoR,Intercity,12
597,597,WR05,CR02,1743,NR,Intercity,15
598,598,WR08,CR05,1583,NCR,Intercity,25
599,599,CR03,CR08,1138,NER,Intercity,20
600,600,CR06,ER03,1544,NFR,Intercity,28
601,601,ER01,ER06,1885,NWR,Intercity,19
602,602,ER04,EC01,940,SCR,Intercity,6
603,603,ER07,EC04,936,SECR,Intercity,23
604,604,EC02,EC07,1146,SER,Intercity,6
605,605,EC05,EC02,891,SWR,Intercity,13
606,606,EC08,EC05,1534,SR,Intercity,29
607,607,EC03,EC08,1779,WCR,Intercity,30
608,608,EC06,NR03,2298,WR,Intercity,8
609,609,NR01,NR06,996,CR,Intercity,30
610,610,NR04,NC01,2128,ER,Intercity,30
611,611,NR07,NC04,2020,ECR,Intercity,27
612,612,NC02,NC07,1189,ECoR,Intercity,26
613,613,NC05,NE02,656,NR,Intercity,6
614,614,NC08,NE05,1356,NCR,Intercity,8
615,615,NE03,NE08,1060,NER,Intercity,20
616,616,NE06,NF03,1815,NFR,Intercity,7
617,617,NF01,NF06,1099,NWR,Intercity,11
618,618,NF04,NW01,917,SCR,Intercity,30
619,619,NF07,NW04,876,SECR,Intercity,28
620,620,NW02,NW07,1824,SER,Intercity,11
621,621,NW05,SC02,927,SWR,Intercity,19
622,622,NW08,SC05,782,SR,Intercity,19
623,623,SC03,SC08,1331,WCR,Intercity,11
624,624,SC06,SE03,1235,WR,Intercity,11
625,625,SE01,SE06,1526,CR,Intercity,16
626,626,SE04,SE01,2144,ER,Intercity,20
627,627,SE07,SE04,912,ECR,Intercity,25
628,628,SE02,SE07,116,ECoR,Regional,26
629,629,SE05,SW02,1221,NR,Intercity,5
630,630,SE08,SW05,1361,NCR,Intercity,22
631,631,SW03,SW08,1733,NER,Intercity,21
632,632,SW06,SR03,2046,NFR,Intercity,6
633,633,SR01,SR06,355,NWR,Regional,26
634,634,SR04,WC01,1011,SCR,Intercity,20
635,635,SR07,WC04,1539,SECR,Intercity,23
636,636,WC02,WC07,1372,SER,Intercity,22
637,637,WC05,WR02,598,SWR,Intercity,13
638,638,WC08,WR05,2282,SR,Intercity,10
639,639,WR03,WR08,87,WCR,Regional,14
640,640,WR06,CR03,487,WR,Regional,24
641,641,CR01,CR06,2217,CR,Intercity,21
642,642,CR04,ER01,1652,ER,Intercity,21
643,643,CR07,ER04,2307,ECR,Intercity,8
644,644,ER02,ER07,693,ECoR,Intercity,5
645,645,ER05,EC02,1702,NR,Intercity,22
646,646,ER08,EC05,1870,NCR,Intercity,29
647,647,EC03,EC08,2031,NER,Intercity,14
648,648,EC06,EC03,1405,NFR,Intercity,16
649,649,EC01,EC06,564,NWR,Intercity,29
650,650,EC04,NR01,1959,SCR,Intercity,11
651,651,EC07,NR04,865,SECR,Intercity,18
652,652,NR02,NR07,518,SER,Intercity,7
653,653,NR05,NC02,1089,SWR,Intercity,11
654,654,NR08,NC05,1570,SR,Intercity,14
655,655,NC03,NC08,462,WCR,Regional,22
656,656,NC06,NE03,2222,WR,Intercity,13
657,657,NE01,NE06,281,CR,Regional,16
658,658,NE04,NF01,1166,ER,Intercity,12
659,659,NE07,NF04,1016,ECR,Intercity,8
660,660,NF02,NF07,1926,ECoR,Intercity,25
661,661,NF05,NW02,1556,NR,Intercity,22
662,662,NF08,NW05,670,NCR,Intercity,21
663,663,NW03,NW08,1271,NER,Intercity,20
664,664,NW06,SC03,2044,NFR,Intercity,8
665,665,SC01,SC06,277,NWR,Regional,18
666,666,SC04,SE01,1896,SCR,Intercity,23
667,667,SC07,SE04,1505,SECR,Intercity,17
668,668,SE02,SE07,608,SER,Intercity,23
669,669,SE05,SE02,1336,SWR,Intercity,13
670,670,SE08,SE05,1843,SR,Intercity,18
671,671,SE03,SE08,448,WCR,Regional,14
672,672,SE06,SW03,1103,WR,Intercity,30
673,673,SW01,SW06,2364,CR,Intercity,9
674,674,SW04,SR01,1818,ER,Intercity,12
675,675,SW07,SR04,2369,ECR,Intercity,22
676,676,SR02,SR07,1252,ECoR,Intercity,6
677,677,SR05,WC02,2010,NR,Intercity,18
678,678,SR08,WC05,652,NCR,Intercity,5
679,679,WC03,WC08,666,NER,Intercity,18
680,680,WC06,WR03,1924,NFR,Intercity,13
681,681,WR01,WR06,1968,NWR,Intercity,9
682,682,WR04,CR01,896,SCR,Intercity,17
683,683,WR07,CR04,244,SECR,Regional,13
684,684,CR02,CR07,1036,SER,Intercity,7
685,685,CR05,ER02,1278,SWR,Intercity,18
686,686,CR08,ER05,2353,SR,Intercity,19
687,687,ER03,ER08,658,WCR,Intercity,22
688,688,ER06,EC03,1486,WR,Intercity,28
689,689,EC01,EC06,2279,CR,Intercity,23
690,690,EC04,EC01,1731,ER,Intercity,25
691,691,EC07,EC04,1180,ECR,Intercity,21
692,692,EC02,EC07,2087,ECoR,Intercity,22
693,693,EC05,NR02,1045,NR,Intercity,25
694,694,EC08,NR05,1819,NCR,Intercity,22
695,695,NR03,NR08,598,NER,Intercity,18
696,696,NR06,NC03,580,NFR,Intercity,23
697,697,NC01,NC06,1933,NWR,Intercity,30
698,698,NC04,NE01,143,SCR,Regional,17
699,699,NC07,NE04,330,SECR,Regional,10
700,700,NE02,NE07,1313,SER,Intercity,15
701,701,NE05,NF02,221,SWR,Regional,5
702,702,NE08,NF05,2140,SR,Intercity,12
703,703,NF03,NF08,2333,WCR,Intercity,28
704,704,NF06,NW03,2335,WR,Intercity,7
705,705,NW01,NW06,1996,CR,Intercity,28
706,706,NW04,SC01,571,ER,Intercity,19
707,707,NW07,SC04,962,ECR,Intercity,13
708,708,SC02,SC07,251,ECoR,Regional,17
709,709,SC05,SE02,1784,NR,Intercity,27
710,710,SC08,SE05,1543,NCR,Intercity,8
711,711,SE03,SE08,1100,NER,Intercity,19
712,712,SE06,SE03,1117,NFR,Intercity,11
713,713,SE01,SE06,238,NWR,Regional,19
714,714,SE04,SW01,684,SCR,Intercity,25
715,715,SE07,SW04,1934,SECR,Intercity,28
716,716,SW02,SW07,1671,SER,Intercity,11
717,717,SW05,SR02,2125,SWR,Intercity,22
718,718,SW08,SR05,582,SR,Intercity,16
719,719,SR03,SR08,338,WCR,Regional,18
720,720,SR06,WC03,752,WR,Intercity,9
721,721,WC01,WC06,1113,CR,Intercity,27
722,722,WC04,WR01,393,ER,Regional,9
723,723,WC07,WR04,1378,ECR,Intercity,6
724,724,WR02,WR07,1116,ECoR,Intercity,24
725,725,WR05,CR02,2390,NR,Intercity,15
726,726,WR08,CR05,1803,NCR,Intercity,6
727,727,CR03,CR08,1156,NER,Intercity,22
728,728,CR06,ER03,1176,NFR,Intercity,12
729,729,ER01,ER06,1753,NWR,Intercity,30
730,730,ER04,EC01,1306,SCR,Intercity,30
731,731,ER07,EC04,358,SECR,Regional,19
732,732,EC02,EC07,1197,SER,Intercity,17
733,733,EC05,EC02,1373,SWR,Intercity,16
734,734,EC08,EC05,1125,SR,Intercity,20
735,735,EC03,EC08,414,WCR,Regional,28
736,736,EC06,NR03,1082,WR,Intercity,21
737,737,NR01,NR06,1725,CR,Intercity,7
738,738,NR04,NC01,437,ER,Regional,10
739,739,NR07,NC04,1011,ECR,Intercity,21
740,740,NC02,NC07,1568,ECoR,Intercity,14
741,741,NC05,NE02,435,NR,Regional,17
742,742,NC08,NE05,1240,NCR,Intercity,15
743,743,NE03,NE08,915,NER,Intercity,20
744,744,NE06,NF03,745,NFR,Intercity,10
745,745,NF01,NF06,1562,NWR,Intercity,6
746,746,NF04,NW01,2377,SCR,Intercity,11
747,747,NF07,NW04,1754,SECR,Intercity,22
748,748,NW02,NW07,552,SER,Intercity,20
749,749,NW05,SC02,601,SWR,Intercity,26
750,750,NW08,SC05,2366,SR,Intercity,7
751,751,SC03,SC08,1429,WCR,Intercity,8
752,752,SC06,SE03,824,WR,Intercity,8
753,753,SE01,SE06,484,CR,Regional,19
754,754,SE04,SE01,1027,ER,Intercity,19
755,755,SE07,SE04,1063,ECR,Intercity,9
756,756,SE02,SE07,517,ECoR,Intercity,16
757,757,SE05,SW02,210,NR,Regional,6
758,758,SE08,SW05,1365,NCR,Intercity,20
759,759,SW03,SW08,339,NER,Regional,19
760,760,SW06,SR03,718,NFR,Intercity,5
761,761,SR01,SR06,2221,NWR,Intercity,7
762,762,SR04,WC01,2049,SCR,Intercity,23
763,763,SR07,WC04,611,SECR,Intercity,28
764,764,WC02,WC07,246,SER,Regional,27
765,765,WC05,WR02,372,SWR,Regional,19
766,766,WC08,WR05,2177,SR,Intercity,18
767,767,WR03,WR08,2161,WCR,Intercity,26
768,768,WR06,CR03,1761,WR,Intercity,26
769,769,CR01,CR06,2101,CR,Intercity,28
770,770,CR04,ER01,1187,ER,Intercity,15
771,771,CR07,ER04,1782,ECR,Intercity,17
772,772,ER02,ER07,1730,ECoR,Intercity,7
773,773,ER05,EC02,1341,NR,Intercity,9
774,774,ER08,EC05,1881,NCR,Intercity,14
775,775,EC03,EC08,186,NER,Regional,26
776,776,EC06,EC03,1479,NFR,Intercity,16
777,777,EC01,EC06,2086,NWR,Intercity,20
778,778,EC04,NR01,1040,SCR,Intercity,27
779,779,EC07,NR04,1396,SECR,Intercity,17
780,780,NR02,NR07,2236,SER,Intercity,13
781,781,NR05,NC02,1282,SWR,Intercity,23
782,782,NR08,NC05,1850,SR,Intercity,13
783,783,NC03,NC08,619,WCR,Intercity,15
784,784,NC06,NE03,261,WR,Regional,28
785,785,NE01,NE06,2256,CR,Intercity,16
786,786,NE04,NF01,1406,ER,Intercity,11
787,787,NE07,NF04,1724,ECR,Intercity,26
788,788,NF02,NF07,2049,ECoR,Intercity,21
789,789,NF05,NW02,1343,NR,Intercity,24
790,790,NF08,NW05,1780,NCR,Intercity,13
791,791,NW03,NW08,954,NER,Intercity,25
792,792,NW06,SC03,2266,NFR,Intercity,29
793,793,SC01,SC06,2276,NWR,Intercity,9
794,794,SC04,SE01,2055,SCR,Intercity,9
795,795,SC07,SE04,1187,SECR,Intercity,19
796,796,SE02,SE07,1687,SER,Intercity,23
797,797,SE05,SE02,1126,SWR,Intercity,5
798,798,SE08,SE05,868,SR,Intercity,19
799,799,SE03,SE08,1830,WCR,Intercity,8
800,800,SE06,SW03,857,WR,Intercity,30
801,801,SW01,SW06,816,CR,Intercity,23
802,802,SW04,SR01,2290,ER,Intercity,30
803,803,SW07,SR04,899,ECR,Intercity,10
804,804,SR02,SR07,408,ECoR,Regional,25
805,805,SR05,WC02,387,NR,Regional,14
806,806,SR08,WC05,404,NCR,Regional,7
807,807,WC03,WC08,1336,NER,Intercity,17
808,808,WC06,WR03,154,NFR,Regional,17
809,809,WR01,WR06,842,NWR,Intercity,18
810,810,WR04,CR01,111,SCR,Regional,27
811,811,WR07,CR04,831,SECR,Intercity,12
812,812,CR02,CR07,956,SER,Intercity,21
813,813,CR05,ER02,416,SWR,Regional,10
814,814,CR08,ER05,880,SR,Intercity,27
815,815,ER03,ER08,305,WCR,Regional,16
816,816,ER06,EC03,131,WR,Regional,25
817,817,EC01,EC06,2177,CR,Intercity,11
818,818,EC04,EC01,1547,ER,Intercity,13
819,819,EC07,EC04,1790,ECR,Intercity,30
820,820,EC02,EC07,1349,ECoR,Intercity,10
821,821,EC05,NR02,293,NR,Regional,19
822,822,EC08,NR05,1129,NCR,Intercity,13
823,823,NR03,NR08,87,NER,Regional,15
824,824,NR06,NC03,1181,NFR,Intercity,23
825,825,NC01,NC06,1764,NWR,Intercity,25
826,826,NC04,NE01,1249,SCR,Intercity,17
827,827,NC07,NE04,99,SECR,Regional,21
828,828,NE02,NE07,2333,SER,Intercity,6
829,829,NE05,NF02,1764,SWR,Intercity,11
830,830,NE08,NF05,728,SR,Intercity,24
831,831,NF03,NF08,843,WCR,Intercity,22
832,832,NF06,NW03,512,WR,Intercity,6
833,833,NW01,NW06,1015,CR,Intercity,28
834,834,NW04,SC01,1657,ER,Intercity,15
835,835,NW07,SC04,944,ECR,Intercity,12
836,836,SC02,SC07,889,ECoR,Intercity,17
837,837,SC05,SE02,1595,NR,Intercity,15
838,838,SC08,SE05,1406,NCR,Intercity,18
839,839,SE03,SE08,1075,NER,Intercity,9
840,840,SE06,SE03,1227,NFR,Intercity,8
841,841,SE01,SE06,1654,NWR,Intercity,30
842,842,SE04,SW01,1952,SCR,Intercity,24
843,843,SE07,SW04,430,SECR,Regional,14
844,844,SW02,SW07,2383,SER,Intercity,27
845,845,SW05,SR02,339,SWR,Regional,25
846,846,SW08,SR05,492,SR,Regional,23
847,847,SR03,SR08,250,WCR,Regional,23
848,848,SR06,WC03,171,WR,Regional,29
849,849,WC01,WC06,858,CR,Intercity,26
850,850,WC04,WR01,728,ER,Intercity,11
851,851,WC07,WR04,1050,ECR,Intercity,23
852,852,WR02,WR07,840,ECoR,Intercity,9
853,853,WR05,CR02,604,NR,Intercity,18
854,854,WR08,CR05,2378,NCR,Intercity,6
855,855,CR03,CR08,1933,NER,Intercity,9
856,856,CR06,ER03,1875,NFR,Intercity,23
857,857,ER01,ER06,1191,NWR,Intercity,14
858,858,ER04,EC01,1859,SCR,Intercity,9
859,859,ER07,EC04,237,SECR,Regional,30
860,860,EC02,EC07,2386,SER,Intercity,29
861,861,EC05,EC02,721,SWR,Intercity,10
862,862,EC08,EC05,1866,SR,Intercity,20
863,863,EC03,EC08,1285,WCR,Intercity,12
864,864,EC06,NR03,720,WR,Intercity,25
865,865,NR01,NR06,1609,CR,Intercity,22
866,866,NR04,NC01,991,ER,Intercity,16
867,867,NR07,NC04,509,ECR,Intercity,29
868,868,NC02,NC07,1068,ECoR,Intercity,24
869,869,NC05,NE02,200,NR,Regional,8
870,870,NC08,NE05,1246,NCR,Intercity,16
871,871,NE03,NE08,1491,NER,Intercity,26
872,872,NE06,NF03,1991,NFR,Intercity,19
873,873,NF01,NF06,97,NWR,Regional,7
874,874,NF04,NW01,2024,SCR,Intercity,25
875,875,NF07,NW04,1375,SECR,Intercity,17
876,876,NW02,NW07,1435,SER,Intercity,11
877,877,NW05,SC02,2260,SWR,Intercity,26
878,878,NW08,SC05,1752,SR,Intercity,27
879,879,SC03,SC08,499,WCR,Regional,20
880,880,SC06,SE03,1268,WR,Intercity,23
881,881,SE01,SE06,959,CR,Intercity,11
882,882,SE04,SE01,2155,ER,Intercity,24
883,883,SE07,SE04,359,ECR,Regional,28
884,884,SE02,SE07,1106,ECoR,Intercity,11
885,885,SE05,SW02,1753,NR,Intercity,29
886,886,SE08,SW05,2104,NCR,Intercity,7
887,887,SW03,SW08,2216,NER,Intercity,16
888,888,SW06,SR03,2236,NFR,Intercity,6
889,889,SR01,SR06,836,NWR,Intercity,16
890,890,SR04,WC01,1045,SCR,Intercity,21
891,891,SR07,WC04,2072,SECR,Intercity,27
892,892,WC02,WC07,235,SER,Regional,8
893,893,WC05,WR02,317,SWR,Regional,28
894,894,WC08,WR05,298,SR,Regional,30
895,895,WR03,WR08,1013,WCR,Intercity,6
896,896,WR06,CR03,822,WR,Intercity,29
897,897,CR01,CR06,1164,CR,Intercity,28
898,898,CR04,ER01,935,ER,Intercity,5
899,899,CR07,ER04,516,ECR,Intercity,6
900,900,ER02,ER07,1534,ECoR,Intercity,23
901,901,ER05,EC02,1687,NR,Intercity,15
902,902,ER08,EC05,958,NCR,Intercity,11
903,903,EC03,EC08,774,NER,Intercity,15
904,904,EC06,EC03,1921,NFR,Intercity,13
905,905,EC01,EC06,2377,NWR,Intercity,30
906,906,EC04,NR01,1143,SCR,Intercity,11
907,907,EC07,NR04,149,SECR,Regional,7
908,908,NR02,NR07,1257,SER,Intercity,26
909,909,NR05,NC02,1467,SWR,Intercity,26
910,910,NR08,NC05,1830,SR,Intercity,28
911,911,NC03,NC08,184,WCR,Regional,30
912,912,NC06,NE03,581,WR,Intercity,6
913,913,NE01,NE06,1213,CR,Intercity,24
914,914,NE04,NF01,866,ER,Intercity,12
915,915,NE07,NF04,1684,ECR,Intercity,15
916,916,NF02,NF07,1852,ECoR,Intercity,16
917,917,NF05,NW02,530,NR,Intercity,30
918,918,NF08,NW05,1496,NCR,Intercity,18
919,919,NW03,NW08,1690,NER,Intercity,10
920,920,NW06,SC03,180,NFR,Regional,7
921,921,SC01,SC06,2372,NWR,Intercity,20
922,922,SC04,SE01,1174,SCR,Intercity,26
923,923,SC07,SE04,294,SECR,Regional,23
924,924,SE02,SE07,1080,SER,Intercity,29
925,925,SE05,SE02,1513,SWR,Intercity,6
926,926,SE08,SE05,972,SR,Intercity,15
927,927,SE03,SE08,423,WCR,Regional,20
928,928,SE06,SW03,1852,WR,Intercity,27
929,929,SW01,SW06,2034,CR,Intercity,13
930,930,SW04,SR01,1015,ER,Intercity,22
931,931,SW07,SR04,1001,ECR,Intercity,10
932,932,SR02,SR07,539,ECoR,Intercity,20
933,933,SR05,WC02,2010,NR,Intercity,25
934,934,SR08,WC05,1998,NCR,Intercity,26
935,935,WC03,WC08,302,NER,Regional,16
936,936,WC06,WR03,937,NFR,Intercity,17
937,937,WR01,WR06,833,NWR,Intercity,27
938,938,WR04,CR01,1768,SCR,Intercity,19
939,939,WR07,CR04,83,SECR,Regional,14
940,940,CR02,CR07,2018,SER,Intercity,12
941,941,CR05,ER02,2140,SWR,Intercity,23
942,942,CR08,ER05,624,SR,Intercity,23
943,943,ER03,ER08,741,WCR,Intercity,18
944,944,ER06,EC03,1241,WR,Intercity,9
945,945,EC01,EC06,1407,CR,Intercity,9
946,946,EC04,EC01,1188,ER,Intercity,11
947,947,EC07,EC04,2211,ECR,Intercity,5
948,948,EC02,EC07,1051,ECoR,Intercity,17
949,949,EC05,NR02,694,NR,Intercity,15
950,950,EC08,NR05,788,NCR,Intercity,15
951,951,NR03,NR08,174,NER,Regional,29
952,952,NR06,NC03,1476,NFR,Intercity,11
953,953,NC01,NC06,2323,NWR,Intercity,26
954,954,NC04,NE01,429,SCR,Regional,9
955,955,NC07,NE04,765,SECR,Intercity,20
956,956,NE02,NE07,184,SER,Regional,27
957,957,NE05,NF02,2050,SWR,Intercity,26
958,958,NE08,NF05,913,SR,Intercity,20
959,959,NF03,NF08,537,WCR,Intercity,10
960,960,NF06,NW03,519,WR,Intercity,14
961,961,NW01,NW06,1499,CR,Intercity,16
962,962,NW04,SC01,1827,ER,Intercity,26
963,963,NW07,SC04,552,ECR,Intercity,14
964,964,SC02,SC07,769,ECoR,Intercity,26
965,965,SC05,SE02,1331,NR,Intercity,29
966,966,SC08,SE05,1047,NCR,Intercity,7
967,967,SE03,SE08,888,NER,Intercity,29
968,968,SE06,SE03,1304,NFR,Intercity,19
969,969,SE01,SE06,1850,NWR,Intercity,20
970,970,SE04,SW01,1855,SCR,Intercity,12
971,971,SE07,SW04,2234,SECR,Intercity,13
972,972,SW02,SW07,1685,SER,Intercity,19
973,973,SW05,SR02,217,SWR,Regional,10
974,974,SW08,SR05,1439,SR,Intercity,23
975,975,SR03,SR08,521,WCR,Intercity,22
976,976,SR06,WC03,1621,WR,Intercity,5
977,977,WC01,WC06,961,CR,Intercity,10
978,978,WC04,WR01,549,ER,Intercity,18
979,979,WC07,WR04,2024,ECR,Intercity,24
980,980,WR02,WR07,1017,ECoR,Intercity,12
981,981,WR05,CR02,881,NR,Intercity,28
982,982,WR08,CR05,1568,NCR,Intercity,18
983,983,CR03,CR08,2276,NER,Intercity,19
984,984,CR06,ER03,314,NFR,Regional,7
985,985,ER01,ER06,2345,NWR,Intercity,21
986,986,ER04,EC01,289,SCR,Regional,26
987,987,ER07,EC04,114,SECR,Regional,10
988,988,EC02,EC07,1456,SER,Intercity,19
989,989,EC05,EC02,1766,SWR,Intercity,5
990,990,EC08,EC05,1758,SR,Intercity,10
991,991,EC03,EC08,846,WCR,Intercity,6
992,992,EC06,NR03,527,WR,Intercity,25
993,993,NR01,NR06,965,CR,Intercity,30
994,994,NR04,NC01,325,ER,Regional,5
995,995,NR07,NC04,2064,ECR,Intercity,23
996,996,NC02,NC07,1942,ECoR,Intercity,20
997,997,NC05,NE02,2170,NR,Intercity,23
998,998,NC08,NE05,198,NCR,Regional,18
999,999,NE03,NE08,1585,NER,Intercity,30
1000,1000,NE06,NF03,571,NFR,Intercity,6
1001,1001,NF01,NF06,539,NWR,Intercity,8
1002,1002,NF04,NW01,2285,SCR,Intercity,11
1003,1003,NF07,NW04,2040,SECR,Intercity,25
1004,1004,NW02,NW07,2253,SER,Intercity,7
1005,1005,NW05,SC02,2122,SWR,Intercity,8
1006,1006,NW08,SC05,357,SR,Regional,24
1007,1007,SC03,SC08,815,WCR,Intercity,15
1008,1008,SC06,SE03,605,WR,Intercity,23
1009,1009,SE01,SE06,895,CR,Intercity,14
1010,1010,SE04,SE01,933,ER,Intercity,7
1011,1011,SE07,SE04,1087,ECR,Intercity,20
1012,1012,SE02,SE07,2173,ECoR,Intercity,7
1013,1013,SE05,SW02,1328,NR,Intercity,17
1014,1014,SE08,SW05,1681,NCR,Intercity,27
1015,1015,SW03,SW08,2189,NER,Intercity,9
1016,1016,SW06,SR03,955,NFR,Intercity,10
1017,1017,SR01,SR06,813,NWR,Intercity,29
1018,1018,SR04,WC01,868,SCR,Intercity,12
1019,1019,SR07,WC04,2138,SECR,Intercity,14
1020,1020,WC02,WC07,481,SER,Regional,22
1021,1021,WC05,WR02,1356,SWR,Intercity,8
1022,1022,WC08,WR05,1573,SR,Intercity,6
1023,1023,WR03,WR08,1353,WCR,Intercity,26
1024,1024,WR06,CR03,688,WR,Intercity,29
1025,1025,CR01,CR06,1972,CR,Intercity,30
1026,1026,CR04,ER01,1812,ER,Intercity,5
1027,1027,CR07,ER04,829,ECR,Intercity,18
1028,1028,ER02,ER07,311,ECoR,Regional,27
1029,1029,ER05,EC02,955,NR,Intercity,26
1030,1030,ER08,EC05,1822,NCR,Intercity,14
1031,1031,EC03,EC08,447,NER,Regional,17
1032,1032,EC06,EC03,2072,NFR,Intercity,8
1033,1033,EC01,EC06,963,NWR,Intercity,8
1034,1034,EC04,NR01,258,SCR,Regional,14
1035,1035,EC07,NR04,1476,SECR,Intercity,10
1036,1036,NR02,NR07,465,SER,Regional,30
1037,1037,NR05,NC02,2062,SWR,Intercity,7
1038,1038,NR08,NC05,1593,SR,Intercity,18
1039,1039,NC03,NC08,1780,WCR,Intercity,19
1040,1040,NC06,NE03,1023,WR,Intercity,6
1041,1041,NE01,NE06,1092,CR,Intercity,16
1042,1042,NE04,NF01,1139,ER,Intercity,29
1043,1043,NE07,NF04,316,ECR,Regional,7
1044,1044,NF02,NF07,619,ECoR,Intercity,8
1045,1045,NF05,NW02,782,NR,Intercity,9
1046,1046,NF08,NW05,1223,NCR,Intercity,6
1047,1047,NW03,NW08,393,NER,Regional,28
1048,1048,NW06,SC03,2077,NFR,Intercity,6
1049,1049,SC01,SC06,894,NWR,Intercity,12
1050,1050,SC04,SE01,609,SCR,Intercity,26
1051,1051,SC07,SE04,426,SECR,Regional,30
1052,1052,SE02,SE07,874,SER,Intercity,8
1053,1053,SE05,SE02,2384,SWR,Intercity,14
1054,1054,SE08,SE05,2139,SR,Intercity,9
1055,1055,SE03,SE08,508,WCR,Intercity,10
1056,1056,SE06,SW03,565,WR,Intercity,29
1057,1057,SW01,SW06,1734,CR,Intercity,13
1058,1058,SW04,SR01,1413,ER,Intercity,20
1059,1059,SW07,SR04,2002,ECR,Intercity,9
1060,1060,SR02,SR07,1933,ECoR,Intercity,12
1061,1061,SR05,WC02,235,NR,Regional,14
1062,1062,SR08,WC05,1968,NCR,Intercity,20
1063,1063,WC03,WC08,2193,NER,Intercity,28
1064,1064,WC06,WR03,1391,NFR,Intercity,11
1065,1065,WR01,WR06,810,NWR,Intercity,21
1066,1066,WR04,CR01,994,SCR,Intercity,17
1067,1067,WR07,CR04,1386,SECR,Intercity,25
1068,1068,CR02,CR07,242,SER,Regional,13
1069,1069,CR05,ER02,780,SWR,Intercity,16
1070,1070,CR08,ER05,1004,SR,Intercity,21
1071,1071,ER03,ER08,605,WCR,Intercity,16
1072,1072,ER06,EC03,1977,WR,Intercity,24
1073,1073,EC01,EC06,1597,CR,Intercity,5
1074,1074,EC04,EC01,436,ER,Regional,14
1075,1075,EC07,EC04,1898,ECR,Intercity,9
1076,1076,EC02,EC07,1637,ECoR,Intercity,8
1077,1077,EC05,NR02,465,NR,Regional,6
1078,1078,EC08,NR05,2111,NCR,Intercity,14
1079,1079,NR03,NR08,495,NER,Regional,10
1080,1080,NR06,NC03,154,NFR,Regional,24
1081,1081,NC01,NC06,2055,NWR,Intercity,18
1082,1082,NC04,NE01,979,SCR,Intercity,25
1083,1083,NC07,NE04,130,SECR,Regional,28
1084,1084,NE02,NE07,613,SER,Intercity,25
1085,1085,NE05,NF02,1938,SWR,Intercity,15
1086,1086,NE08,NF05,659,SR,Intercity,30
1087,1087,NF03,NF08,2310,WCR,Intercity,15
1088,1088,NF06,NW03,2378,WR,Intercity,26
1089,1089,NW01,NW06,1279,CR,Intercity,9
1090,1090,NW04,SC01,904,ER,Intercity,30
1091,1091,NW07,SC04,670,ECR,Intercity,12
1092,1092,SC02,SC07,397,ECoR,Regional,21
1093,1093,SC05,SE02,2165,NR,Intercity,14
1094,1094,SC08,SE05,1367,NCR,Intercity,10
1095,1095,SE03,SE08,1456,NER,Intercity,13
1096,1096,SE06,SE03,1308,NFR,Intercity,20
1097,1097,SE01,SE06,2376,NWR,Intercity,7
1098,1098,SE04,SW01,485,SCR,Regional,10
1099,1099,SE07,SW04,1179,SECR,Intercity,28
1100,1100,SW02,SW07,513,SER,Intercity,7
1101,1101,SW05,SR02,2274,SWR,Intercity,23
1102,1102,SW08,SR05,2022,SR,Intercity,12
1103,1103,SR03,SR08,1021,WCR,Intercity,13
